ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,TARGET,AGE_YEARS,YEARS_EMPLOYED,IS_PENSIONER_NO_JOB
1011468,F,N,Y,0,119500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Security staff,2.0,0,24,0,1
1011469,F,N,Y,2,40800.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Cleaning staff,4.0,1,49,18,0
1011470,M,Y,N,0,170800.0,Working,Academic degree,Married,House / apartment,1,1,1,0,High skill tech staff,1.0,0,39,29,0
1011471,M,Y,N,0,304900.0,Working,Higher education,Civil marriage,House / apartment,1,1,1,0,Accountants,1.0,1,41,0,0
1011472,M,N,Y,1,226100.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,0,0,Cooking staff,3.0,0,26,39,0
1011473,M,N,Y,0,142700.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Security staff,2.0,0,45,14,0
1011474,M,Y,Y,0,195700.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,0,0,Sales staff,2.0,0,43,2,0
1011475,M,Y,Y,1,244300.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,2.0,0,44,31,0
1011476,M,Y,Y,0,116000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,1,0,Laborers,2.0,0,60,34,0
1011477,F,Y,Y,0,213000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Accountants,2.0,1,56,22,0
1011478,F,Y,N,0,159700.0,Working,Higher education,Civil marriage,House / apartment,1,0,0,1,Managers,1.0,0,28,32,0
1011479,F,N,Y,0,210800.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Cooking staff,1.0,0,21,13,0
1011480,F,Y,N,2,295200.0,Commercial associate,Higher education,Married,With parents,1,0,0,0,Security staff,4.0,0,34,34,0
1011481,F,N,N,3,264500.0,Commercial associate,Incomplete higher,Civil marriage,House / apartment,1,0,0,0,Security staff,4.0,0,61,4,0
1011482,M,N,Y,3,166100.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Cooking staff,4.0,1,67,33,0
1011483,F,Y,N,0,231600.0,State servant,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Medicine staff,1.0,0,44,13,0
1011484,M,N,N,3,213800.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,0,1,Other,5.0,0,21,18,0
1011485,F,N,Y,0,91300.0,Pensioner,Incomplete higher,Single / not married,House / apartment,1,0,0,0,Medicine staff,2.0,1,46,0,1
1011486,F,Y,Y,0,129500.0,Working,Higher education,Single / not married,House / apartment,1,0,1,0,Managers,1.0,0,56,5,0
1011487,F,N,N,0,270400.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Laborers,1.0,0,61,31,0
1011488,M,N,Y,2,218500.0,Working,Higher education,Married,House / apartment,1,1,1,0,Other,3.0,0,25,24,0
1011489,F,Y,N,0,163900.0,Working,Secondary / secondary special,Separated,House / apartment,1,0,1,0,Laborers,1.0,0,22,36,0
1011490,M,N,N,1,167000.0,Pensioner,Secondary / secondary special,Single / not married,Rented apartment,1,1,0,0,Other,3.0,1,67,0,1
1011491,M,Y,Y,1,328800.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,1,0,0,0,Cleaning staff,3.0,0,66,32,0
1011492,M,Y,Y,0,35200.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,1,0,High skill tech staff,2.0,1,59,35,0
1011493,M,N,N,2,353100.0,Working,Higher education,Married,House / apartment,1,1,0,0,Medicine staff,4.0,0,23,23,0
1011494,F,Y,Y,0,171200.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,0,0,Core staff,2.0,1,34,7,0
1011495,M,Y,Y,0,187400.0,Working,Lower secondary,Married,House / apartment,1,0,0,0,Cooking staff,2.0,0,40,16,0
1011496,M,Y,Y,0,111800.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,1,Core staff,1.0,1,61,13,0
1011497,F,Y,N,1,69500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Cooking staff,3.0,0,65,33,0
1011498,F,N,N,0,212300.0,Working,Secondary / secondary special,Married,With parents,1,0,0,0,Cooking staff,2.0,0,48,39,0
1011499,M,N,Y,2,155800.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,1,0,1,0,Cleaning staff,3.0,1,65,2,0
1011500,F,Y,N,0,138400.0,State servant,Secondary / secondary special,Widow,House / apartment,1,0,0,0,Accountants,1.0,0,45,10,0
1011501,F,N,N,1,118900.0,State servant,Secondary / secondary special,Married,With parents,1,0,0,0,Cleaning staff,3.0,1,36,27,0
1011502,F,Y,Y,0,51700.0,Working,Secondary / secondary special,Widow,House / apartment,1,0,1,0,High skill tech staff,2.0,0,55,34,0
1011503,F,Y,N,0,169900.0,Working,Secondary / secondary special,Widow,House / apartment,1,0,0,0,Sales staff,2.0,0,24,26,0
1011504,F,N,Y,0,189100.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,High skill tech staff,1.0,1,44,30,0
1011505,M,N,Y,0,179100.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,1,0,0,Accountants,1.0,0,50,0,1
1011506,F,N,Y,0,196000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,2.0,1,44,16,0
1011507,M,Y,Y,0,222600.0,Commercial associate,Higher education,Married,With parents,1,0,0,0,High skill tech staff,2.0,1,56,0,0
1011508,F,N,N,0,143500.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Cleaning staff,1.0,0,41,15,0
1011509,M,N,Y,0,244700.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,0,Security staff,2.0,0,65,23,0
1011510,M,N,N,0,105100.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Accountants,1.0,1,54,0,1
1011511,F,N,Y,2,193900.0,Commercial associate,Secondary / secondary special,Single / not married,Co-op apartment,1,0,0,0,Cleaning staff,3.0,0,22,22,0
1011512,F,N,Y,0,128900.0,Commercial associate,Secondary / secondary special,Married,With parents,1,0,0,0,Other,2.0,1,29,18,0
1011513,M,Y,N,0,241300.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,1,0,Cleaning staff,2.0,0,35,6,0
1011514,M,Y,N,0,265000.0,State servant,Secondary / secondary special,Separated,Municipal apartment,1,0,0,0,Laborers,2.0,0,30,8,0
1011515,M,Y,Y,1,138900.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Core staff,3.0,0,60,4,0
1011516,F,Y,Y,0,292500.0,Student,Secondary / secondary special,Married,House / apartment,1,0,0,0,Cooking staff,2.0,0,21,2,0
1011517,F,Y,Y,0,249800.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Security staff,2.0,0,60,7,0
1011518,M,N,N,3,363900.0,Working,Higher education,Civil marriage,House / apartment,1,0,1,0,Sales staff,4.0,0,39,20,0
1011519,F,N,Y,4,314900.0,Working,Higher education,Married,House / apartment,1,1,0,0,Sales staff,6.0,0,49,14,0
1011520,M,N,Y,0,222200.0,Working,Higher education,Single / not married,House / apartment,1,0,1,0,Cleaning staff,1.0,1,30,14,0
1011521,M,N,N,1,95100.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,1,Medicine staff,3.0,1,24,18,0
1011522,F,Y,N,2,251600.0,State servant,Higher education,Married,House / apartment,1,0,0,0,Core staff,3.0,0,69,16,0
1011523,M,N,Y,3,68700.0,Working,Incomplete higher,Single / not married,House / apartment,1,0,0,1,Sales staff,4.0,1,49,18,0
1011524,F,N,N,0,292300.0,State servant,Higher education,Married,House / apartment,1,1,0,0,Sales staff,2.0,0,46,16,0
1011525,F,N,Y,2,198700.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Laborers,4.0,1,61,33,0
1011526,M,N,N,0,143200.0,Working,Secondary / secondary special,Married,With parents,1,0,0,0,Sales staff,2.0,0,36,19,0
1011527,F,Y,Y,1,165500.0,Working,Lower secondary,Civil marriage,With parents,1,0,0,0,Laborers,2.0,0,22,20,0
1011528,F,N,N,0,274900.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,1,0,0,0,High skill tech staff,1.0,0,42,11,0
1011529,F,N,N,1,250800.0,Student,Higher education,Married,House / apartment,1,0,0,0,High skill tech staff,3.0,1,31,7,0
1011530,F,N,N,2,178800.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,1,Sales staff,3.0,1,22,3,0
1011531,M,N,Y,0,155900.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Managers,2.0,0,62,29,0
1011532,M,N,N,0,143400.0,Pensioner,Secondary / secondary special,Widow,With parents,1,0,0,0,Security staff,1.0,1,59,0,1
1011533,F,N,Y,1,279000.0,Commercial associate,Higher education,Married,House / apartment,1,0,1,1,Other,2.0,0,32,15,0
1011534,M,N,Y,0,217900.0,Working,Secondary / secondary special,Separated,House / apartment,1,0,0,0,High skill tech staff,1.0,1,66,21,0
1011535,M,N,Y,1,110400.0,Working,Secondary / secondary special,Widow,House / apartment,1,0,0,0,Sales staff,3.0,0,23,29,0
1011536,F,Y,N,2,257900.0,Commercial associate,Higher education,Separated,House / apartment,1,1,0,0,Managers,4.0,0,24,16,0
1011537,M,Y,Y,1,158600.0,Working,Higher education,Married,House / apartment,1,0,0,0,Cleaning staff,3.0,0,56,19,0
1011538,F,N,N,1,225600.0,Commercial associate,Higher education,Married,House / apartment,1,1,1,0,Core staff,2.0,0,32,11,0
1011539,F,N,N,0,27000.0,Pensioner,Secondary / secondary special,Married,Rented apartment,1,0,0,0,Medicine staff,1.0,0,58,0,1
1011540,F,N,N,0,159100.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Cooking staff,2.0,0,50,16,0
1011541,M,Y,N,2,89600.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,High skill tech staff,3.0,0,40,0,1
1011542,F,N,N,0,101600.0,State servant,Lower secondary,Separated,House / apartment,1,0,1,0,Security staff,2.0,1,43,16,0
1011543,F,N,Y,1,157000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,0,0,Sales staff,3.0,0,56,11,0
1011544,M,N,N,0,247200.0,Working,Incomplete higher,Single / not married,Co-op apartment,1,0,0,0,Laborers,2.0,0,67,26,0
1011545,F,N,Y,1,132100.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Laborers,2.0,0,49,24,0
1011546,F,Y,N,0,123200.0,Commercial associate,Higher education,Married,With parents,1,0,0,0,Other,2.0,1,54,20,0
1011547,M,N,N,2,291100.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,High skill tech staff,4.0,0,33,25,0
1011548,M,N,Y,0,155700.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Managers,1.0,0,32,32,0
1011549,F,Y,Y,0,311000.0,Working,Higher education,Married,House / apartment,1,0,0,0,High skill tech staff,1.0,0,41,20,0
1011550,M,Y,Y,0,112900.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Drivers,1.0,0,40,35,0
1011551,F,N,N,0,256800.0,Working,Secondary / secondary special,Married,With parents,1,1,0,0,Sales staff,2.0,0,50,16,0
1011552,F,Y,N,4,192000.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,1,0,0,Cleaning staff,5.0,0,66,0,1
1011553,M,N,Y,0,241100.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Security staff,1.0,1,62,35,0
1011554,F,N,N,0,263000.0,Commercial associate,Higher education,Separated,House / apartment,1,0,0,0,Core staff,1.0,0,63,1,0
1011555,F,N,Y,0,255800.0,State servant,Incomplete higher,Married,House / apartment,1,0,1,0,Medicine staff,2.0,0,32,36,0
1011556,M,N,N,0,214000.0,Working,Higher education,Married,Rented apartment,1,0,0,0,Accountants,2.0,1,33,13,0
1011557,F,Y,N,0,168100.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Managers,2.0,0,27,37,0
1011558,F,Y,Y,1,185300.0,Pensioner,Secondary / secondary special,Married,With parents,1,0,1,0,Sales staff,3.0,1,59,0,1
1011559,F,Y,N,4,303000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,0,0,Other,6.0,0,63,25,0
1011560,F,Y,Y,0,389100.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Managers,2.0,0,37,28,0
1011561,F,N,Y,2,236100.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Cooking staff,4.0,0,67,36,0
1011562,F,Y,N,3,130700.0,Commercial associate,Secondary / secondary special,Married,With parents,1,0,0,0,Laborers,5.0,0,64,16,0
1011563,M,Y,Y,3,175400.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Accountants,5.0,1,23,6,0
1011564,M,N,Y,1,82000.0,Pensioner,Incomplete higher,Married,House / apartment,1,1,0,0,Cleaning staff,3.0,1,51,0,1
1011565,F,Y,Y,2,170500.0,Pensioner,Higher education,Civil marriage,With parents,1,0,1,0,Cooking staff,4.0,0,68,0,1
1011566,F,Y,N,0,221300.0,Working,Higher education,Widow,House / apartment,1,1,0,1,Accountants,2.0,0,21,16,0
1011567,F,N,N,1,243700.0,Working,Higher education,Married,House / apartment,1,0,0,0,Cooking staff,3.0,0,57,38,0
1011568,F,Y,N,1,210400.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,0,0,Accountants,3.0,1,30,35,0
1011569,F,Y,N,0,245500.0,Working,Higher education,Married,Municipal apartment,1,0,0,0,High skill tech staff,2.0,1,66,11,0
1011570,F,N,N,0,123800.0,Working,Higher education,Single / not married,House / apartment,1,1,0,0,High skill tech staff,2.0,1,69,38,0
1011571,F,N,N,0,130500.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,1,0,Other,2.0,0,22,18,0
1011572,M,N,N,0,110900.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Laborers,2.0,0,56,9,0
1011573,F,N,Y,0,228700.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Medicine staff,2.0,1,67,28,0
1011574,F,Y,N,2,48000.0,Working,Secondary / secondary special,Civil marriage,With parents,1,0,1,0,Core staff,3.0,0,42,27,0
1011575,M,N,Y,1,272500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,1,0,0,Laborers,2.0,0,29,17,0
1011576,M,N,Y,1,226900.0,State servant,Secondary / secondary special,Married,Office apartment,1,0,0,0,Other,3.0,0,56,14,0
1011577,M,Y,Y,1,198800.0,Working,Secondary / secondary special,Widow,House / apartment,1,1,0,0,High skill tech staff,3.0,0,24,9,0
1011578,F,Y,Y,0,106100.0,Commercial associate,Secondary / secondary special,Married,With parents,1,0,0,0,Other,2.0,1,68,39,0
1011579,F,N,N,0,219600.0,Working,Higher education,Married,House / apartment,1,0,1,0,Cooking staff,2.0,0,63,11,0
1011580,F,Y,Y,0,77500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Medicine staff,2.0,1,68,13,0
1011581,F,Y,N,2,243400.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,High skill tech staff,4.0,0,59,37,0
1011582,M,Y,Y,2,224000.0,Pensioner,Academic degree,Married,House / apartment,1,1,0,0,Cooking staff,4.0,0,55,0,1
1011583,M,N,N,1,293500.0,Working,Secondary / secondary special,Single / not married,With parents,1,1,0,0,Cleaning staff,3.0,0,42,31,0
1011584,F,Y,Y,0,327200.0,State servant,Higher education,Married,House / apartment,1,0,1,0,Cleaning staff,2.0,0,24,15,0
1011585,F,N,N,3,200300.0,Working,Secondary / secondary special,Civil marriage,Office apartment,1,0,0,0,Cooking staff,5.0,0,62,25,0
1011586,F,Y,Y,0,241200.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,1,0,Core staff,1.0,0,39,28,0
1011587,M,N,N,0,298800.0,Working,Incomplete higher,Married,House / apartment,1,0,0,0,Accountants,2.0,0,64,38,0
1011588,M,Y,N,1,78700.0,Commercial associate,Incomplete higher,Widow,House / apartment,1,0,0,0,High skill tech staff,3.0,1,32,20,0
1011589,M,N,N,0,164900.0,State servant,Secondary / secondary special,Separated,With parents,1,0,0,0,Drivers,2.0,1,21,9,0
1011590,F,N,N,4,174800.0,State servant,Lower secondary,Married,House / apartment,1,0,1,0,Cleaning staff,6.0,1,37,8,0
1011591,M,N,Y,2,229200.0,Pensioner,Higher education,Married,House / apartment,1,1,0,0,Core staff,4.0,1,24,0,1
1011592,F,Y,Y,3,200300.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Cleaning staff,5.0,0,58,28,0
1011593,F,N,Y,1,145500.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Other,3.0,0,49,0,1
1011594,M,N,Y,3,128300.0,State servant,Higher education,Married,House / apartment,1,0,1,0,Medicine staff,5.0,1,29,0,0
1011595,M,Y,Y,1,131900.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,1,Managers,2.0,1,23,31,0
1011596,M,N,N,0,267700.0,Working,Higher education,Married,Municipal apartment,1,0,1,0,Drivers,2.0,0,21,23,0
1011597,F,N,N,1,221000.0,Working,Higher education,Married,House / apartment,1,0,0,1,Managers,3.0,0,52,7,0
1011598,F,N,N,2,155900.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,0,0,Medicine staff,3.0,0,53,37,0
1011599,M,N,N,0,205500.0,Working,Higher education,Married,With parents,1,0,0,0,High skill tech staff,2.0,0,37,28,0
1011600,F,N,Y,1,286700.0,Working,Higher education,Married,Co-op apartment,1,0,1,1,High skill tech staff,3.0,0,63,14,0
1011601,M,N,Y,0,216100.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,High skill tech staff,1.0,1,45,23,0
1011602,M,N,N,1,139900.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Cleaning staff,3.0,0,51,17,0
1011603,F,Y,Y,1,359500.0,Working,Higher education,Single / not married,House / apartment,1,0,0,0,Other,3.0,0,65,13,0
1011604,M,N,Y,0,183700.0,State servant,Lower secondary,Married,House / apartment,1,0,0,0,Accountants,1.0,1,26,0,0
1011605,M,Y,N,1,133800.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Core staff,2.0,0,57,31,0
1011606,F,N,Y,0,129600.0,Working,Secondary / secondary special,Widow,Rented apartment,1,0,0,0,Other,1.0,0,45,8,0
1011607,M,Y,Y,0,259800.0,Commercial associate,Higher education,Separated,Municipal apartment,1,0,1,0,Cleaning staff,2.0,0,38,32,0
1011608,M,N,Y,1,340100.0,Working,Academic degree,Married,With parents,1,1,0,0,Drivers,3.0,0,53,16,0
1011609,M,N,N,0,224900.0,Pensioner,Secondary / secondary special,Separated,Rented apartment,1,0,1,0,Core staff,2.0,0,65,0,1
1011610,M,N,Y,2,241400.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Accountants,3.0,0,67,35,0
1011611,F,Y,N,2,211300.0,Working,Lower secondary,Married,House / apartment,1,0,0,0,High skill tech staff,4.0,0,44,36,0
1011612,M,N,Y,0,110100.0,Working,Secondary / secondary special,Widow,House / apartment,1,0,0,0,Cleaning staff,2.0,0,46,33,0
1011613,F,N,N,0,249900.0,Working,Secondary / secondary special,Widow,House / apartment,1,0,1,1,Cleaning staff,2.0,0,39,36,0
1011614,F,N,N,0,202400.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,High skill tech staff,2.0,0,66,39,0
1011615,M,N,Y,2,238500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Cooking staff,3.0,0,67,25,0
1011616,M,Y,N,0,150100.0,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,0,0,Cleaning staff,2.0,1,45,0,1
1011617,M,N,Y,0,172100.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Other,1.0,1,22,20,0
1011618,M,N,Y,0,127100.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,1,0,1,0,Medicine staff,2.0,0,38,0,1
1011619,M,N,Y,1,204300.0,Working,Secondary / secondary special,Separated,House / apartment,1,0,0,0,Medicine staff,2.0,0,47,2,0
1011620,F,Y,Y,1,173700.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Core staff,3.0,0,60,26,0
1011621,M,Y,N,0,81200.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Cooking staff,1.0,0,66,36,0
1011622,F,Y,N,0,321300.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Medicine staff,1.0,0,24,1,0
1011623,F,N,N,2,121600.0,Working,Incomplete higher,Widow,House / apartment,1,0,0,0,Other,4.0,0,66,38,0
1011624,F,N,Y,0,54200.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Accountants,1.0,0,31,8,0
1011625,M,N,N,0,147200.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Drivers,2.0,1,28,5,0
1011626,M,Y,N,0,103100.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Core staff,1.0,1,67,28,0
1011627,F,Y,Y,0,385400.0,State servant,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Drivers,2.0,0,61,10,0
1011628,M,Y,N,0,168800.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,2.0,1,65,23,0
1011629,F,Y,N,1,247200.0,State servant,Secondary / secondary special,Widow,House / apartment,1,0,0,1,Medicine staff,3.0,0,39,21,0
1011630,F,N,N,1,190400.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Cooking staff,3.0,1,45,1,0
1011631,F,N,N,3,27000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Cleaning staff,5.0,0,58,30,0
1011632,M,N,Y,0,243100.0,Pensioner,Higher education,Widow,House / apartment,1,1,1,0,Drivers,1.0,0,53,0,1
1011633,M,Y,N,0,138100.0,Working,Higher education,Single / not married,House / apartment,1,0,0,0,Managers,2.0,1,21,1,0
1011634,F,Y,N,1,303500.0,State servant,Academic degree,Married,House / apartment,1,0,0,0,Other,3.0,0,61,0,0
1011635,F,N,N,0,77400.0,State servant,Incomplete higher,Married,House / apartment,1,0,0,0,Cooking staff,2.0,0,22,7,0
1011636,F,Y,Y,0,234300.0,Working,Higher education,Separated,House / apartment,1,0,0,0,Accountants,2.0,0,25,36,0
1011637,F,N,Y,0,170400.0,Working,Secondary / secondary special,Separated,House / apartment,1,0,1,0,Cooking staff,2.0,0,31,27,0
1011638,F,N,Y,0,164900.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Medicine staff,2.0,0,54,33,0
1011639,F,N,Y,0,178400.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Medicine staff,1.0,0,49,11,0
1011640,F,Y,N,0,178700.0,Commercial associate,Higher education,Civil marriage,House / apartment,1,0,0,0,Other,1.0,0,63,31,0
1011641,M,N,N,0,56800.0,Working,Higher education,Married,House / apartment,1,1,0,0,Sales staff,2.0,0,67,33,0
1011642,M,N,N,2,232800.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Medicine staff,4.0,0,26,21,0
1011643,F,Y,Y,0,259800.0,Working,Secondary / secondary special,Married,Office apartment,1,1,1,0,Cooking staff,1.0,0,60,26,0
1011644,F,N,N,0,151100.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Accountants,2.0,1,58,0,1
1011645,M,N,Y,1,76400.0,Working,Lower secondary,Married,With parents,1,0,0,0,Other,3.0,1,29,8,0
1011646,F,Y,Y,3,150100.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,1,Medicine staff,4.0,1,22,4,0
1011647,M,N,Y,0,235800.0,Commercial associate,Higher education,Widow,House / apartment,1,0,1,0,Drivers,1.0,0,30,36,0
1011648,M,Y,N,1,148200.0,Working,Higher education,Married,House / apartment,1,0,1,0,Accountants,3.0,0,54,39,0
1011649,F,Y,N,0,211400.0,Pensioner,Higher education,Civil marriage,House / apartment,1,0,0,0,Sales staff,2.0,0,64,0,1
1011650,F,Y,N,0,243900.0,Working,Secondary / secondary special,Married,Office apartment,1,1,1,0,Other,1.0,0,35,0,0
1011651,F,N,Y,3,129000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,0,0,Other,4.0,0,57,8,0
1011652,F,N,Y,1,264500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,High skill tech staff,2.0,0,32,37,0
1011653,F,N,N,1,141200.0,Working,Incomplete higher,Civil marriage,House / apartment,1,1,0,0,Laborers,2.0,1,49,24,0
1011654,M,N,N,0,167500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Managers,2.0,1,65,12,0
1011655,F,Y,N,1,218900.0,Working,Higher education,Civil marriage,House / apartment,1,0,0,0,Cleaning staff,3.0,0,23,22,0
1011656,M,N,Y,0,262400.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Cooking staff,1.0,0,32,2,0
1011657,F,N,Y,0,164800.0,Working,Secondary / secondary special,Married,Municipal apartment,1,0,0,0,High skill tech staff,1.0,0,28,32,0
1011658,M,N,N,1,314500.0,Commercial associate,Higher education,Married,Municipal apartment,1,0,1,0,Medicine staff,3.0,0,40,23,0
1011659,F,N,Y,1,110300.0,Pensioner,Higher education,Married,House / apartment,1,0,1,0,Security staff,3.0,0,48,0,1
1011660,F,N,Y,1,341400.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Cooking staff,3.0,0,53,30,0
1011661,M,N,N,0,83700.0,Working,Secondary / secondary special,Widow,House / apartment,1,1,0,0,Drivers,2.0,0,62,2,0
1011662,M,N,N,1,169800.0,Pensioner,Secondary / secondary special,Single / not married,With parents,1,0,1,0,Cooking staff,2.0,0,28,0,1
1011663,M,N,N,3,101900.0,Pensioner,Incomplete higher,Married,House / apartment,1,0,0,0,Managers,5.0,1,52,0,1
1011664,F,Y,Y,2,27000.0,Pensioner,Higher education,Married,House / apartment,1,0,1,0,Security staff,3.0,0,60,0,1
1011665,F,N,N,0,250400.0,Working,Higher education,Married,House / apartment,1,0,0,0,Core staff,1.0,0,45,3,0
1011666,F,N,Y,0,222000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,High skill tech staff,1.0,0,51,29,0
1011667,F,N,N,0,251900.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Medicine staff,2.0,0,65,7,0
1011668,F,N,N,0,146000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Medicine staff,2.0,0,65,36,0
1011669,F,Y,Y,2,178900.0,Pensioner,Higher education,Widow,Co-op apartment,1,1,1,0,Security staff,3.0,0,23,0,1
1011670,F,Y,Y,0,235700.0,State servant,Secondary / secondary special,Married,Rented apartment,1,0,1,0,Other,2.0,0,50,15,0
1011671,F,Y,Y,0,257100.0,Commercial associate,Academic degree,Married,House / apartment,1,0,0,0,Core staff,2.0,0,27,26,0
1011672,F,N,Y,0,182500.0,Working,Higher education,Married,House / apartment,1,1,0,0,Cleaning staff,1.0,0,22,34,0
1011673,F,N,Y,3,192700.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,0,Cooking staff,5.0,0,32,20,0
